Minute von Zeitstempel;Summe endverbrauchte Energie;Zeitstempel;Summe produzierte Energie;Summe verbrauchte Energie
22. Januar 2010 16:00;2047488;22.01.2010 16:00:00;1812947;2172283
20. November 2020 09:30;2059307;20.11.2020 09:30:00;2897626;2172284
7. Januar 2011 08:15;2068802;07.01.2011 08:15:00;1620494;2172295
12. November 2010 18:45;2057235;12.11.2010 18:45:00;2095250;2172297
2. Februar 2021 13:15;2055265;02.02.2021 13:15:00;1804874;2172301
18. Februar 2020 10:15;2056237;18.02.2020 10:15:00;1905354;2172446
8. Februar 2010 20:30;2045578;08.02.2010 20:30:00;1949965;2172470
30. November 2020 07:30;2062367;30.11.2020 07:30:00;2612260;2172476
3. März 2010 08:00;2056146;03.03.2010 08:00:00;1791305;2172477
17. Dezember 2020 16:45;2047202;17.12.2020 16:45:00;2453338;2172488
20. November 2019 12:45;2060489;20.11.2019 12:45:00;2968985;2172499
21. Oktober 2011 12:15;2045850;21.10.2011 12:15:00;2319970;2172506
17. November 2010 14:45;2052266;17.11.2010 14:45:00;1793050;2172532
1. März 2010 09:30;2045332;01.03.2010 09:30:00;2195958;2172538
19. November 2019 13:15;2052499;19.11.2019 13:15:00;2972666;2172762
19. November 2010 19:30;2065553;19.11.2010 19:30:00;2120235;2172780
17. November 2010 14:30;2050943;17.11.2010 14:30:00;1787062;2172792
16. März 2010 14:45;2046622;16.03.2010 14:45:00;1703023;2172801
26. Oktober 2011 10:15;2053795;26.10.2011 10:15:00;2124064;2172850
14. Januar 2011 12:45;2056934;14.01.2011 12:45:00;1715076;2172851
16. April 2010 11:45;2053068;16.04.2010 11:45:00;1810777;2172880
31. Januar 2020 08:00;2055020;31.01.2020 08:00:00;2253221;2172956
20. November 2019 14:15;2053188;20.11.2019 14:15:00;2733921;2172972
18. Februar 2020 18:30;2063138;18.02.2020 18:30:00;2658702;2173008
17. Dezember 2020 12:45;2052671;17.12.2020 12:45:00;2517833;2173125
18. März 2021 12:15;2064595;18.03.2021 12:15:00;1940489;2173135
8. November 2019 12:45;2053979;08.11.2019 12:45:00;2947864;2173146
20. November 2020 17:30;2058218;20.11.2020 17:30:00;3106609;2173179
20. November 2019 14:00;2061439;20.11.2019 14:00:00;2768723;2173194
6. März 2020 13:45;2050450;06.03.2020 13:45:00;2594723;2173198
14. Januar 2020 07:15;2049190;14.01.2020 07:15:00;2616118;2173227
25. Oktober 2010 16:15;2046747;25.10.2010 16:15:00;2284065;2173237
19. November 2020 11:15;2058616;19.11.2020 11:15:00;1991161;2173243
4. März 2010 20:15;2048727;04.03.2010 20:15:00;1874269;2173247
30. Januar 2010 18:30;2046182;30.01.2010 18:30:00;2066013;2173255
27. November 2020 19:30;2053929;27.11.2020 19:30:00;2718046;2173303
18. Oktober 2010 13:30;2054688;18.10.2010 13:30:00;2160234;2173352
6. Dezember 2019 14:00;2048751;06.12.2019 14:00:00;2083827;2173372
22. Dezember 2010 13:15;2063774;22.12.2010 13:15:00;1651305;2173388
14. Oktober 2010 10:30;2046267;14.10.2010 10:30:00;2333014;2173399
8. Februar 2011 12:45;2046884;08.02.2011 12:45:00;1725316;2173420
19. Februar 2020 13:00;2052251;19.02.2020 13:00:00;2027531;2173440
30. Januar 2020 17:30;2047700;30.01.2020 17:30:00;2267925;2173448
28. Oktober 2011 09:45;2053639;28.10.2011 09:45:00;2102063;2173457
22. März 2011 08:30;2054116;22.03.2011 08:30:00;1745867;2173470
26. Februar 2020 16:00;2051098;26.02.2020 16:00:00;2295074;2173494
10. November 2010 09:15;2054495;10.11.2010 09:15:00;2079375;2173525
20. Oktober 2010 08:30;2048065;20.10.2010 08:30:00;2638599;2173547
13. Januar 2011 15:15;2053000;13.01.2011 15:15:00;1781508;2173608
28. Januar 2020 19:45;2052559;28.01.2020 19:45:00;2123504;2173622
17. Dezember 2019 18:45;2056749;17.12.2019 18:45:00;3046949;2173656
24. Februar 2010 13:30;2051803;24.02.2010 13:30:00;1774765;2173661
3. März 2021 09:45;2056108;03.03.2021 09:45:00;2884389;2173691
26. November 2010 20:30;2049917;26.11.2010 20:30:00;2025730;2173717
21. Oktober 2011 09:30;2047777;21.10.2011 09:30:00;2397694;2173739
24. November 2020 13:30;2058646;24.11.2020 13:30:00;2346040;2173760
13. Januar 2011 15:00;2049488;13.01.2011 15:00:00;1765117;2173773
12. November 2019 07:45;2047914;12.11.2019 07:45:00;2566408;2173834
15. April 2010 12:15;2048672;15.04.2010 12:15:00;1914972;2173837
22. Januar 2021 13:30;2055010;22.01.2021 13:30:00;2316920;2173877
29. November 2019 08:00;2054634;29.11.2019 08:00:00;2155731;2173905
2. März 2020 09:00;2055294;02.03.2020 09:00:00;2909001;2173989
1. Dezember 2020 20:30;2054790;01.12.2020 20:30:00;2623229;2174003
26. Februar 2020 15:30;2052289;26.02.2020 15:30:00;2274297;2174053
26. November 2019 18:45;2059580;26.11.2019 18:45:00;2765538;2174084
14. Februar 2021 19:15;2052521;14.02.2021 19:15:00;2750992;2174089
26. November 2019 10:30;2069163;26.11.2019 10:30:00;2228467;2174108
18. Oktober 2010 09:30;2057361;18.10.2010 09:30:00;2591922;2174124
22. Januar 2020 07:00;2058470;22.01.2020 07:00:00;2656121;2174134
5. März 2020 17:15;2074035;05.03.2020 17:15:00;2274140;2174138
1. April 2011 12:00;2059403;01.04.2011 12:00:00;2122463;2174145
18. Dezember 2019 08:30;2054675;18.12.2019 08:30:00;2610075;2174168
19. Oktober 2010 09:00;2060068;19.10.2010 09:00:00;2311850;2174168
29. März 2011 10:00;2058933;29.03.2011 10:00:00;1827138;2174169
25. Oktober 2010 15:45;2054650;25.10.2010 15:45:00;2289834;2174170
9. Februar 2011 14:15;2047083;09.02.2011 14:15:00;1906619;2174285
13. Februar 2021 17:45;2059197;13.02.2021 17:45:00;2597638;2174304
10. März 2010 21:00;2050957;10.03.2010 21:00:00;2432245;2174308
16. März 2021 18:30;2055351;16.03.2021 18:30:00;2815105;2174328
23. Februar 2011 17:30;2046617;23.02.2011 17:30:00;1830655;2174337
29. März 2010 10:30;2053834;29.03.2010 10:30:00;1874102;2174338
8. Februar 2021 17:45;2061868;08.02.2021 17:45:00;2882225;2174346
1. März 2010 12:15;2046059;01.03.2010 12:15:00;1795646;2174347
9. Februar 2021 15:00;2067164;09.02.2021 15:00:00;2946618;2174394
9. März 2011 07:45;2045124;09.03.2011 07:45:00;1854791;2174422
27. Oktober 2011 09:45;2051716;27.10.2011 09:45:00;1821930;2174440
11. März 2010 21:30;2057330;11.03.2010 21:30:00;1635905;2174484
19. Oktober 2010 09:15;2048552;19.10.2010 09:15:00;2566886;2174512
11. November 2010 10:00;2064854;11.11.2010 10:00:00;1901806;2174531
9. Februar 2021 15:15;2069863;09.02.2021 15:15:00;2862473;2174558
6. Februar 2020 20:15;2046735;06.02.2020 20:15:00;2799044;2174559
7. Februar 2020 07:15;2059101;07.02.2020 07:15:00;3192446;2174562
7. Februar 2020 18:00;2045740;07.02.2020 18:00:00;2329221;2174568
18. Februar 2020 09:30;2063935;18.02.2020 09:30:00;2125246;2174579
4. Februar 2011 07:00;2047198;04.02.2011 07:00:00;1594880;2174580
31. Januar 2020 08:15;2055583;31.01.2020 08:15:00;2263933;2174613
4. Februar 2021 18:45;2063524;04.02.2021 18:45:00;2894452;2174618
3. März 2021 08:30;2064497;03.03.2021 08:30:00;2935565;2174635
23. März 2011 11:30;2044990;23.03.2011 11:30:00;1743410;2174641
24. September 2010 12:00;2047258;24.09.2010 12:00:00;2597663;2174719
9. Februar 2021 17:30;2070284;09.02.2021 17:30:00;2976576;2174744
23. Dezember 2010 08:45;2057683;23.12.2010 08:45:00;1820497;2174749
3. März 2010 19:45;2054061;03.03.2010 19:45:00;2255417;2174800
21. Januar 2020 15:15;2063889;21.01.2020 15:15:00;2865433;2174812
9. Februar 2021 19:45;2066889;09.02.2021 19:45:00;3048328;2174819
26. Oktober 2011 08:45;2048022;26.10.2011 08:45:00;2076874;2174838
14. Januar 2011 17:15;2052966;14.01.2011 17:15:00;1794911;2174860
26. November 2010 07:15;2051461;26.11.2010 07:15:00;2395570;2174862
18. Februar 2020 18:45;2063789;18.02.2020 18:45:00;2710798;2174894
8. April 2010 12:00;2045462;08.04.2010 12:00:00;1984523;2174900
9. März 2010 22:30;2046494;09.03.2010 22:30:00;1656302;2174915
4. Mai 2010 11:00;2052312;04.05.2010 11:00:00;2548501;2174927
21. März 2011 19:15;2059774;21.03.2011 19:15:00;1870064;2174959
5. Dezember 2020 18:00;2048225;05.12.2020 18:00:00;2147824;2174962
14. Januar 2011 14:30;2051954;14.01.2011 14:30:00;1678046;2174996
12. Dezember 2019 07:15;2053817;12.12.2019 07:15:00;2858298;2175000
18. März 2021 09:30;2066360;18.03.2021 09:30:00;2775763;2175004
14. März 2011 10:30;2046957;14.03.2011 10:30:00;1915427;2175013
6. März 2020 19:15;2057092;06.03.2020 19:15:00;3126060;2175030
23. November 2020 17:15;2059132;23.11.2020 17:15:00;2867389;2175070
16. März 2011 13:45;2046312;16.03.2011 13:45:00;1639197;2175089
12. November 2010 17:15;2055089;12.11.2010 17:15:00;2135670;2175097
12. Februar 2010 21:30;2047125;12.02.2010 21:30:00;1764370;2175108
15. November 2019 18:45;2055141;15.11.2019 18:45:00;3017027;2175148
4. März 2020 19:15;2057529;04.03.2020 19:15:00;3327496;2175172
14. November 2019 19:15;2057839;14.11.2019 19:15:00;2878329;2175188
23. Dezember 2010 17:15;2051922;23.12.2010 17:15:00;1872121;2175280
18. November 2019 16:45;2055695;18.11.2019 16:45:00;3022494;2175298
26. Februar 2010 14:00;2051704;26.02.2010 14:00:00;1794892;2175309
23. Dezember 2010 09:30;2051887;23.12.2010 09:30:00;1847654;2175347
21. November 2019 15:30;2053300;21.11.2019 15:30:00;2707771;2175364
25. Februar 2011 18:00;2053701;25.02.2011 18:00:00;1698002;2175367
20. November 2020 09:00;2060706;20.11.2020 09:00:00;3028082;2175399
18. März 2011 09:30;2070899;18.03.2011 09:30:00;1672061;2175409
3. Februar 2021 13:00;2057206;03.02.2021 13:00:00;2490955;2175467
18. Februar 2020 09:15;2061091;18.02.2020 09:15:00;2164376;2175484
17. Dezember 2019 08:00;2059231;17.12.2019 08:00:00;2420917;2175510
18. Dezember 2019 18:00;2047779;18.12.2019 18:00:00;2522825;2175512
10. März 2010 07:15;2058356;10.03.2010 07:15:00;2087753;2175541
22. Dezember 2010 13:45;2067182;22.12.2010 13:45:00;1649940;2175555
8. Februar 2010 07:30;2054647;08.02.2010 07:30:00;2056530;2175585
11. November 2010 09:45;2055558;11.11.2010 09:45:00;1899297;2175587
21. Oktober 2010 09:15;2056638;21.10.2010 09:15:00;2776442;2175587
19. Dezember 2019 08:30;2064582;19.12.2019 08:30:00;2096186;2175594
19. November 2019 15:30;2051549;19.11.2019 15:30:00;3024658;2175598
19. November 2020 17:45;2065784;19.11.2020 17:45:00;2773116;2175619
24. Januar 2011 22:30;2044902;24.01.2011 22:30:00;1816964;2175631
25. November 2019 10:45;2067067;25.11.2019 10:45:00;2811357;2175660
3. November 2010 10:30;2051263;03.11.2010 10:30:00;1941544;2175670
8. Dezember 2010 12:45;2061993;08.12.2010 12:45:00;2268293;2175670
10. März 2011 19:45;2056911;10.03.2011 19:45:00;2023142;2175689
26. Oktober 2010 19:30;2053370;26.10.2010 19:30:00;2686608;2175782
6. November 2019 12:00;2066106;06.11.2019 12:00:00;2995528;2175783
12. Februar 2021 06:45;2064605;12.02.2021 06:45:00;2329490;2175789
23. Februar 2021 08:45;2063292;23.02.2021 08:45:00;2296450;2175810
18. Februar 2020 10:00;2066373;18.02.2020 10:00:00;2101412;2175834
14. Januar 2011 13:00;2057324;14.01.2011 13:00:00;1715435;2175881
4. Januar 2010 15:45;2062678;04.01.2010 15:45:00;1759660;2175881
3. Februar 2010 07:15;2053219;03.02.2010 07:15:00;1646398;2175893
2. März 2010 14:30;2046197;02.03.2010 14:30:00;1807184;2175941
3. März 2011 16:30;2046106;03.03.2011 16:30:00;1807673;2175950
25. Februar 2010 18:00;2054069;25.02.2010 18:00:00;1918537;2175982
4. Februar 2020 19:45;2051654;04.02.2020 19:45:00;2217677;2175994
12. April 2010 10:00;2055056;12.04.2010 10:00:00;1986419;2176003
18. Dezember 2019 09:45;2054926;18.12.2019 09:45:00;2507438;2176012
26. März 2010 14:00;2053188;26.03.2010 14:00:00;1771451;2176020
27. November 2019 08:00;2055284;27.11.2019 08:00:00;1991727;2176052
1. Februar 2010 21:30;2052534;01.02.2010 21:30:00;1578566;2176063
27. Oktober 2010 19:00;2058258;27.10.2010 19:00:00;2353981;2176073
9. März 2020 08:15;2050962;09.03.2020 08:15:00;3072269;2176084
27. November 2019 17:30;2059762;27.11.2019 17:30:00;2225830;2176121
28. Oktober 2011 09:00;2050641;28.10.2011 09:00:00;2054309;2176131
24. Februar 2011 20:45;2047277;24.02.2011 20:45:00;1668169;2176154
23. Dezember 2010 11:00;2054246;23.12.2010 11:00:00;1848479;2176177
19. November 2019 14:15;2056287;19.11.2019 14:15:00;2920101;2176182
17. März 2021 19:45;2060623;17.03.2021 19:45:00;2601221;2176194
11. November 2019 16:45;2055237;11.11.2019 16:45:00;2014834;2176207
10. März 2011 18:45;2055828;10.03.2011 18:45:00;1898643;2176210
9. Februar 2021 15:45;2070229;09.02.2021 15:45:00;2846354;2176216
8. Januar 2010 20:15;2051502;08.01.2010 20:15:00;2128690;2176225
23. November 2020 19:15;2061153;23.11.2020 19:15:00;2969958;2176226
14. November 2019 15:00;2053038;14.11.2019 15:00:00;2694755;2176303
18. Dezember 2020 18:00;2059067;18.12.2020 18:00:00;2166623;2176326
26. November 2019 09:45;2065676;26.11.2019 09:45:00;2386685;2176370
4. November 2020 12:15;2058039;04.11.2020 12:15:00;2283639;2176403
8. Februar 2010 17:30;2059233;08.02.2010 17:30:00;2174060;2176443
5. Februar 2021 12:00;2067729;05.02.2021 12:00:00;2056043;2176458
4. März 2020 10:30;2059824;04.03.2020 10:30:00;2783699;2176462
24. Februar 2010 12:30;2055549;24.02.2010 12:30:00;1789213;2176463
26. März 2010 10:45;2051255;26.03.2010 10:45:00;2009139;2176478
18. März 2010 09:15;2053463;18.03.2010 09:15:00;1826046;2176500
12. Februar 2010 22:15;2050969;12.02.2010 22:15:00;1647427;2176510
10. Februar 2011 14:15;2051467;10.02.2011 14:15:00;1799512;2176519
20. November 2019 19:15;2059905;20.11.2019 19:15:00;3185252;2176529
13. Februar 2021 10:15;2053028;13.02.2021 10:15:00;2770147;2176568
28. Oktober 2011 10:15;2059874;28.10.2011 10:15:00;2037306;2176592
5. Dezember 2019 20:15;2060469;05.12.2019 20:15:00;2686119;2176596
8. Dezember 2010 13:15;2062349;08.12.2010 13:15:00;2157884;2176599
14. März 2011 10:45;2050695;14.03.2011 10:45:00;1923288;2176654
11. Februar 2010 21:45;2048228;11.02.2010 21:45:00;1993171;2176685
4. November 2010 12:00;2055294;04.11.2010 12:00:00;1767101;2176687
18. Februar 2020 08:00;2066339;18.02.2020 08:00:00;2560346;2176700
15. März 2011 09:00;2045946;15.03.2011 09:00:00;2034973;2176715
16. Dezember 2019 07:45;2055344;16.12.2019 07:45:00;2830623;2176770
11. Dezember 2019 07:00;2060827;11.12.2019 07:00:00;2307070;2176781
26. November 2019 08:30;2064487;26.11.2019 08:30:00;2559757;2176785
20. Februar 2020 08:00;2068052;20.02.2020 08:00:00;2432798;2176790
29. März 2011 08:45;2055533;29.03.2011 08:45:00;1865587;2176818
5. Februar 2021 11:45;2064188;05.02.2021 11:45:00;2077476;2176828
23. Dezember 2010 08:30;2054152;23.12.2010 08:30:00;1821922;2176831
16. November 2010 19:30;2048216;16.11.2010 19:30:00;2170480;2176860
23. Dezember 2010 08:15;2055332;23.12.2010 08:15:00;1809841;2176862
2. Dezember 2010 22:00;2052926;02.12.2010 22:00:00;1983810;2176912
22. Januar 2021 12:30;2058415;22.01.2021 12:30:00;2269768;2176926
21. Januar 2020 15:30;2064137;21.01.2020 15:30:00;2879474;2176937
16. Januar 2020 19:30;2047365;16.01.2020 19:30:00;2683752;2176956
12. November 2010 14:15;2071599;12.11.2010 14:15:00;1802651;2176974
13. Januar 2020 12:45;2058580;13.01.2020 12:45:00;2251083;2176994
11. Februar 2021 07:00;2062549;11.02.2021 07:00:00;2421870;2177007
2. Februar 2021 12:30;2063704;02.02.2021 12:30:00;1806525;2177020
20. Mai 2010 12:00;2053931;20.05.2010 12:00:00;2567507;2177049
8. Februar 2021 19:30;2066848;08.02.2021 19:30:00;2631380;2177057
8. Januar 2021 17:00;2065906;08.01.2021 17:00:00;2989197;2177074
19. Januar 2021 20:00;2055255;19.01.2021 20:00:00;2763378;2177077
24. Oktober 2011 09:15;2051027;24.10.2011 09:15:00;1915577;2177092
27. Januar 2021 07:00;2061651;27.01.2021 07:00:00;2356996;2177171
2. März 2021 08:30;2063422;02.03.2021 08:30:00;2757686;2177197
26. November 2019 11:00;2072166;26.11.2019 11:00:00;2194190;2177234
22. März 2011 09:30;2059037;22.03.2011 09:30:00;1744771;2177240
19. Oktober 2010 11:15;2060400;19.10.2010 11:15:00;2563397;2177251
16. März 2010 20:00;2052076;16.03.2010 20:00:00;1890871;2177254
25. Februar 2011 15:30;2051532;25.02.2011 15:30:00;1632083;2177261
25. November 2019 09:45;2069556;25.11.2019 09:45:00;2986715;2177276
23. Januar 2020 20:30;2064188;23.01.2020 20:30:00;2922144;2177284
20. Januar 2021 15:45;2055844;20.01.2021 15:45:00;1936371;2177289
13. Februar 2021 20:15;2056945;13.02.2021 20:15:00;2648761;2177293
8. November 2019 08:45;2056733;08.11.2019 08:45:00;2965031;2177321
21. Oktober 2010 11:15;2064600;21.10.2010 11:15:00;2667759;2177405
9. November 2010 17:15;2055731;09.11.2010 17:15:00;2520708;2177439
19. November 2019 19:15;2055244;19.11.2019 19:15:00;3232485;2177451
7. Januar 2010 15:30;2063747;07.01.2010 15:30:00;2125676;2177481
2. Februar 2021 14:00;2045577;02.02.2021 14:00:00;1710865;2177514
13. Januar 2020 07:30;2054018;13.01.2020 07:30:00;2476415;2177551
18. Februar 2020 19:00;2070878;18.02.2020 19:00:00;2689053;2177562
4. Januar 2011 07:30;2051104;04.01.2011 07:30:00;1769167;2177584
17. November 2010 13:15;2069608;17.11.2010 13:15:00;1854680;2177601
12. März 2010 07:00;2047498;12.03.2010 07:00:00;1545875;2177604
25. November 2019 17:45;2065291;25.11.2019 17:45:00;3244615;2177616
17. Januar 2011 17:00;2054548;17.01.2011 17:00:00;1934834;2177623
12. Februar 2020 19:15;2058909;12.02.2020 19:15:00;2779878;2177661
17. Januar 2020 15:00;2046089;17.01.2020 15:00:00;2049936;2177678
25. November 2019 18:00;2063973;25.11.2019 18:00:00;3283820;2177718
5. Oktober 2010 12:00;2060987;05.10.2010 12:00:00;2230909;2177722
27. Oktober 2011 10:00;2056698;27.10.2011 10:00:00;1821983;2177733
29. Oktober 2020 12:00;2065344;29.10.2020 12:00:00;2105215;2177745
8. Juni 2011 12:00;2053329;08.06.2011 12:00:00;2465952;2177750
13. November 2019 07:45;2065488;13.11.2019 07:45:00;2721583;2177778
22. Dezember 2010 14:00;2067155;22.12.2010 14:00:00;1643188;2177793
26. November 2019 08:45;2066792;26.11.2019 08:45:00;2548510;2177795
4. März 2010 16:45;2049235;04.03.2010 16:45:00;1942771;2177797
10. Dezember 2019 13:45;2066307;10.12.2019 13:45:00;2347237;2177803
2. März 2010 12:30;2067217;02.03.2010 12:30:00;1744529;2177818
3. Mai 2011 11:30;2056824;03.05.2011 11:30:00;2199125;2177824
20. Januar 2021 16:15;2058703;20.01.2021 16:15:00;1883518;2177835
18. Februar 2020 09:45;2063984;18.02.2020 09:45:00;2122451;2177842
28. November 2019 08:15;2053769;28.11.2019 08:15:00;2123643;2177859
5. April 2011 11:45;2050904;05.04.2011 11:45:00;1855527;2177885
27. Oktober 2011 08:45;2055197;27.10.2011 08:45:00;1893014;2177907
10. Februar 2011 12:45;2057082;10.02.2011 12:45:00;1730358;2177914
2. November 2010 13:45;2057418;02.11.2010 13:45:00;1690810;2177928
11. Dezember 2019 20:00;2053706;11.12.2019 20:00:00;3101569;2177960
26. Februar 2020 17:30;2055802;26.02.2020 17:30:00;2955842;2177973
6. Januar 2020 17:30;2070157;06.01.2020 17:30:00;2388252;2178025
18. März 2021 09:15;2068825;18.03.2021 09:15:00;2768662;2178036
30. März 2011 09:00;2058789;30.03.2011 09:00:00;1993337;2178044
22. November 2019 18:15;2052611;22.11.2019 18:15:00;2314898;2178046
24. Januar 2020 17:00;2066445;24.01.2020 17:00:00;2886967;2178066
9. Januar 2020 11:15;2046658;09.01.2020 11:15:00;2831685;2178088
6. Dezember 2019 13:00;2054639;06.12.2019 13:00:00;2198533;2178089
15. November 2010 13:15;2058600;15.11.2010 13:15:00;1859609;2178094
22. November 2010 19:45;2053252;22.11.2010 19:45:00;2617251;2178124
7. Januar 2010 07:30;2061262;07.01.2010 07:30:00;2160995;2178135
7. Januar 2021 19:45;2061198;07.01.2021 19:45:00;2818699;2178197
11. Februar 2020 14:15;2049390;11.02.2020 14:15:00;1897019;2178209
25. Oktober 2010 12:45;2054917;25.10.2010 12:45:00;2400424;2178211
4. Januar 2011 22:30;2053779;04.01.2011 22:30:00;1731239;2178213
18. Februar 2010 15:00;2052274;18.02.2010 15:00:00;1740311;2178220
3. März 2011 20:30;2048732;03.03.2011 20:30:00;1884382;2178226
14. März 2011 11:15;2051306;14.03.2011 11:15:00;1906199;2178237
25. November 2019 11:00;2071527;25.11.2019 11:00:00;2797877;2178238
14. Dezember 2020 15:45;2052759;14.12.2020 15:45:00;2166163;2178298
