Minute von Zeitstempel;Summe endverbrauchte Energie;Zeitstempel;Summe produzierte Energie;Summe verbrauchte Energie
18. Januar 2013 09:00;2370050;18.01.2013 09:00:00;2889898;2508037
2. Februar 2012 13:45;2358361;02.02.2012 13:45:00;2295333;2508111
8. Februar 2012 17:30;2367347;08.02.2012 17:30:00;2477851;2508511
5. Februar 2015 09:15;2346177;05.02.2015 09:15:00;2721826;2508565
9. Februar 2015 10:30;2347029;09.02.2015 10:30:00;2604246;2508701
14. Februar 2012 18:30;2367747;14.02.2012 18:30:00;2446101;2508726
4. Februar 2015 10:00;2361911;04.02.2015 10:00:00;2618752;2508961
5. Februar 2015 15:15;2323169;05.02.2015 15:15:00;2333998;2509072
31. Januar 2012 11:45;2347058;31.01.2012 11:45:00;2541270;2509321
13. Dezember 2012 18:45;2364813;13.12.2012 18:45:00;2915945;2509621
6. Februar 2015 12:30;2348937;06.02.2015 12:30:00;2680049;2509663
14. Februar 2012 18:15;2359886;14.02.2012 18:15:00;2431118;2510078
9. Februar 2012 12:30;2369627;09.02.2012 12:30:00;2238086;2510176
14. Februar 2012 08:30;2375075;14.02.2012 08:30:00;2416416;2510521
8. Februar 2012 07:30;2365876;08.02.2012 07:30:00;2533485;2511175
5. Februar 2015 18:00;2356513;05.02.2015 18:00:00;2687471;2511542
9. Februar 2012 14:15;2369058;09.02.2012 14:15:00;2279624;2511722
6. Februar 2015 13:15;2341177;06.02.2015 13:15:00;2488787;2511922
15. Februar 2012 11:15;2349143;15.02.2012 11:15:00;2281379;2511986
2. Februar 2012 11:15;2354031;02.02.2012 11:15:00;2583112;2512056
18. Januar 2013 10:30;2372069;18.01.2013 10:30:00;2778862;2512143
8. Februar 2012 15:30;2362817;08.02.2012 15:30:00;2449757;2512531
3. Februar 2012 18:00;2368706;03.02.2012 18:00:00;2778438;2512823
17. Januar 2013 18:00;2369423;17.01.2013 18:00:00;2869333;2512941
15. Februar 2012 09:30;2351614;15.02.2012 09:30:00;2321375;2513079
13. Dezember 2012 18:30;2379936;13.12.2012 18:30:00;2924494;2513416
7. Dezember 2012 10:45;2372721;07.12.2012 10:45:00;2603767;2513868
13. Februar 2012 08:00;2382217;13.02.2012 08:00:00;2333598;2514262
12. Dezember 2012 08:45;2381686;12.12.2012 08:45:00;2810111;2514322
2. Februar 2012 09:30;2353757;02.02.2012 09:30:00;2702370;2514347
2. Februar 2012 09:00;2359793;02.02.2012 09:00:00;2729438;2514596
11. Dezember 2012 18:45;2368660;11.12.2012 18:45:00;2972769;2514750
8. Februar 2012 16:30;2370611;08.02.2012 16:30:00;2484773;2515571
2. Februar 2012 09:15;2355440;02.02.2012 09:15:00;2704042;2515724
2. Februar 2012 19:30;2362092;02.02.2012 19:30:00;2636182;2515798
10. Februar 2012 19:45;2374907;10.02.2012 19:45:00;2425663;2516257
6. Februar 2015 09:00;2362003;06.02.2015 09:00:00;2634639;2516417
8. Februar 2012 15:15;2369840;08.02.2012 15:15:00;2457231;2516719
13. Februar 2012 15:00;2379064;13.02.2012 15:00:00;2534035;2516821
9. Februar 2012 13:15;2379567;09.02.2012 13:15:00;2192786;2516994
9. Februar 2012 17:45;2376628;09.02.2012 17:45:00;2446975;2517596
5. Februar 2015 12:30;2341297;05.02.2015 12:30:00;2662324;2517648
11. Dezember 2012 17:30;2367275;11.12.2012 17:30:00;2967785;2517806
14. Februar 2012 11:00;2389193;14.02.2012 11:00:00;2192454;2517917
13. Februar 2012 19:30;2379861;13.02.2012 19:30:00;2612023;2518100
12. Dezember 2012 09:00;2383112;12.12.2012 09:00:00;2808899;2518138
8. Februar 2012 20:00;2376333;08.02.2012 20:00:00;2588054;2518564
14. Februar 2012 12:00;2381460;14.02.2012 12:00:00;2157384;2519492
18. Januar 2013 10:00;2372339;18.01.2013 10:00:00;2883027;2519591
13. Dezember 2012 09:30;2393035;13.12.2012 09:30:00;2720131;2521181
5. Februar 2015 15:00;2330393;05.02.2015 15:00:00;2386492;2521190
18. Januar 2013 09:45;2380250;18.01.2013 09:45:00;2893958;2521787
11. Dezember 2012 18:30;2381301;11.12.2012 18:30:00;2982653;2522577
6. Februar 2012 14:45;2384408;06.02.2012 14:45:00;2404200;2522618
12. Dezember 2012 19:15;2388912;12.12.2012 19:15:00;2969498;2522892
15. Februar 2012 11:30;2364313;15.02.2012 11:30:00;2296330;2522913
11. Dezember 2012 18:15;2379369;11.12.2012 18:15:00;2977181;2523224
8. Februar 2012 16:15;2372970;08.02.2012 16:15:00;2486400;2523248
6. Februar 2015 13:30;2345542;06.02.2015 13:30:00;2478103;2523274
2. Februar 2012 11:30;2366947;02.02.2012 11:30:00;2584951;2523297
3. Februar 2012 11:15;2371457;03.02.2012 11:15:00;2632159;2524309
14. Februar 2012 10:30;2394557;14.02.2012 10:30:00;2207465;2524486
10. Februar 2012 16:30;2306520;10.02.2012 16:30:00;2052974;2524579
6. Februar 2015 12:15;2362829;06.02.2015 12:15:00;2685770;2524610
14. Februar 2012 09:30;2387883;14.02.2012 09:30:00;2243744;2524679
9. Februar 2012 07:45;2379946;09.02.2012 07:45:00;2649243;2524977
3. Februar 2012 08:30;2384568;03.02.2012 08:30:00;2699430;2525151
14. Februar 2012 11:45;2391448;14.02.2012 11:45:00;2175216;2525738
15. Februar 2012 09:45;2363983;15.02.2012 09:45:00;2334593;2526076
6. Februar 2015 08:45;2367295;06.02.2015 08:45:00;2633115;2526219
9. Februar 2012 19:45;2380648;09.02.2012 19:45:00;2723225;2526348
8. Februar 2012 15:00;2377470;08.02.2012 15:00:00;2497666;2526434
6. Februar 2015 11:15;2368129;06.02.2015 11:15:00;2634804;2526535
5. Februar 2015 11:15;2363918;05.02.2015 11:15:00;2761722;2526847
9. Februar 2012 13:30;2386256;09.02.2012 13:30:00;2192352;2526963
13. Februar 2012 14:45;2388941;13.02.2012 14:45:00;2544981;2527278
5. Februar 2015 14:45;2345402;05.02.2015 14:45:00;2397627;2527923
11. Dezember 2012 18:00;2386160;11.12.2012 18:00:00;2970902;2527984
6. Februar 2012 13:00;2392358;06.02.2012 13:00:00;2412597;2528116
12. Dezember 2012 19:00;2395117;12.12.2012 19:00:00;3041443;2528195
3. Februar 2012 11:30;2384359;03.02.2012 11:30:00;2619287;2528210
13. Dezember 2012 11:45;2399259;13.12.2012 11:45:00;2584451;2529025
10. Februar 2012 16:00;2325061;10.02.2012 16:00:00;2040302;2529151
10. Februar 2012 15:30;2339866;10.02.2012 15:30:00;2049200;2529151
14. Februar 2012 09:15;2384958;14.02.2012 09:15:00;2260755;2529249
13. Dezember 2012 10:30;2394737;13.12.2012 10:30:00;2666179;2529263
10. Februar 2012 15:45;2331849;10.02.2012 15:45:00;2051301;2529524
13. Dezember 2012 10:45;2401161;13.12.2012 10:45:00;2664100;2529977
5. Februar 2015 10:00;2380073;05.02.2015 10:00:00;2743034;2530673
13. Dezember 2012 09:15;2397897;13.12.2012 09:15:00;2726519;2531029
13. Dezember 2012 08:15;2397625;13.12.2012 08:15:00;2839747;2531167
13. Dezember 2012 09:45;2401071;13.12.2012 09:45:00;2731676;2531868
7. Dezember 2012 12:00;2381718;07.12.2012 12:00:00;2574415;2531870
11. Dezember 2012 17:45;2382406;11.12.2012 17:45:00;2981598;2532162
3. Februar 2012 18:15;2391496;03.02.2012 18:15:00;2823114;2532611
6. Februar 2015 13:45;2357638;06.02.2015 13:45:00;2492581;2532660
5. Februar 2015 14:30;2345155;05.02.2015 14:30:00;2401416;2532792
9. Februar 2012 13:45;2385080;09.02.2012 13:45:00;2195802;2533770
6. Februar 2015 09:15;2376418;06.02.2015 09:15:00;2681652;2533905
13. Dezember 2012 12:00;2403971;13.12.2012 12:00:00;2571211;2534363
6. Februar 2012 12:45;2391919;06.02.2012 12:45:00;2408792;2534606
6. Februar 2015 09:30;2377567;06.02.2015 09:30:00;2688022;2535360
5. Februar 2015 11:30;2371285;05.02.2015 11:30:00;2766246;2535556
3. Februar 2012 11:45;2395097;03.02.2012 11:45:00;2626615;2535675
7. Februar 2012 20:15;2387959;07.02.2012 20:15:00;2405415;2535742
8. Februar 2012 14:45;2382646;08.02.2012 14:45:00;2519844;2535905
13. Dezember 2012 08:30;2401481;13.12.2012 08:30:00;2863436;2536107
7. Februar 2012 07:30;2395766;07.02.2012 07:30:00;2325086;2536346
10. Februar 2012 18:00;2398324;10.02.2012 18:00:00;2305478;2536730
14. Februar 2012 10:45;2391702;14.02.2012 10:45:00;2205104;2536951
13. Dezember 2012 11:00;2400422;13.12.2012 11:00:00;2655389;2537073
6. Februar 2015 11:30;2374414;06.02.2015 11:30:00;2632156;2537098
12. Dezember 2012 18:45;2400637;12.12.2012 18:45:00;3053430;2537554
14. Februar 2012 10:15;2395940;14.02.2012 10:15:00;2215376;2537882
6. Februar 2012 08:00;2398532;06.02.2012 08:00:00;2591980;2537893
10. Februar 2012 08:00;2395056;10.02.2012 08:00:00;2457299;2537902
9. Februar 2012 12:15;2388844;09.02.2012 12:15:00;2296827;2538094
13. Dezember 2012 10:15;2404433;13.12.2012 10:15:00;2680297;2538185
2. Februar 2012 18:00;2380051;02.02.2012 18:00:00;2683637;2538718
3. Februar 2012 12:00;2391779;03.02.2012 12:00:00;2605790;2539210
10. Februar 2012 15:00;2349794;10.02.2012 15:00:00;2157718;2539252
3. Februar 2012 19:00;2390478;03.02.2012 19:00:00;2835556;2539521
13. Februar 2012 08:15;2401737;13.02.2012 08:15:00;2476002;2539552
2. Februar 2012 09:45;2376243;02.02.2012 09:45:00;2721567;2540177
2. Februar 2012 10:00;2379207;02.02.2012 10:00:00;2717300;2540193
9. Februar 2012 19:30;2401602;09.02.2012 19:30:00;2742696;2540634
10. Februar 2012 16:15;2323612;10.02.2012 16:15:00;2068142;2542055
12. Dezember 2012 17:15;2405719;12.12.2012 17:15:00;2976279;2542541
5. Februar 2015 09:45;2382621;05.02.2015 09:45:00;2745312;2542627
2. Februar 2012 12:00;2385655;02.02.2012 12:00:00;2591649;2542994
13. Februar 2012 12:45;2403940;13.02.2012 12:45:00;2415650;2543064
2. Februar 2012 19:15;2377912;02.02.2012 19:15:00;2681292;2543344
13. Dezember 2012 17:00;2401987;13.12.2012 17:00:00;2920343;2543790
3. Februar 2012 18:30;2402177;03.02.2012 18:30:00;2849081;2543994
14. Februar 2012 08:45;2404617;14.02.2012 08:45:00;2450430;2544155
15. Februar 2012 10:15;2383689;15.02.2012 10:15:00;2327339;2544173
15. Februar 2012 12:00;2384471;15.02.2012 12:00:00;2309826;2544247
6. Februar 2012 14:30;2402792;06.02.2012 14:30:00;2424725;2544308
6. Februar 2012 12:30;2409581;06.02.2012 12:30:00;2428224;2544626
3. Februar 2012 08:45;2403148;03.02.2012 08:45:00;2728033;2544785
9. Februar 2012 11:15;2400043;09.02.2012 11:15:00;2619266;2545141
13. Dezember 2012 09:00;2408650;13.12.2012 09:00:00;2861832;2545566
10. Februar 2012 11:15;2401962;10.02.2012 11:15:00;2376229;2545587
13. Dezember 2012 10:00;2411832;13.12.2012 10:00:00;2725919;2545593
8. Februar 2012 17:45;2405517;08.02.2012 17:45:00;2535561;2545795
5. Februar 2015 13:15;2363642;05.02.2015 13:15:00;2495746;2545911
2. Februar 2012 19:00;2378590;02.02.2012 19:00:00;2808754;2545966
14. Februar 2012 09:45;2407263;14.02.2012 09:45:00;2265547;2546814
13. Dezember 2012 17:15;2403873;13.12.2012 17:15:00;2987837;2547031
13. Dezember 2012 08:45;2408673;13.12.2012 08:45:00;2899012;2547055
5. Februar 2015 11:00;2389993;05.02.2015 11:00:00;2773749;2547232
10. Februar 2012 15:15;2358798;10.02.2012 15:15:00;2074692;2547273
6. Februar 2015 10:15;2391767;06.02.2015 10:15:00;2724790;2547705
15. Februar 2012 10:00;2385800;15.02.2012 10:00:00;2353324;2548043
3. Februar 2012 19:15;2389815;03.02.2012 19:15:00;2701338;2548073
14. Februar 2012 09:00;2415811;14.02.2012 09:00:00;2438220;2548086
15. Februar 2012 10:30;2385131;15.02.2012 10:30:00;2319210;2548277
13. Februar 2012 13:00;2412191;13.02.2012 13:00:00;2421903;2548469
5. Februar 2015 12:15;2369082;05.02.2015 12:15:00;2701961;2548883
13. Dezember 2012 17:45;2407319;13.12.2012 17:45:00;2985565;2548976
13. Februar 2012 14:30;2408052;13.02.2012 14:30:00;2568376;2549054
7. Dezember 2012 11:45;2397130;07.12.2012 11:45:00;2601603;2549810
10. Februar 2012 14:45;2363311;10.02.2012 14:45:00;2177445;2549981
12. Dezember 2012 18:30;2416700;12.12.2012 18:30:00;3067381;2550842
6. Februar 2015 12:00;2388278;06.02.2015 12:00:00;2653102;2550956
13. Februar 2012 19:15;2414074;13.02.2012 19:15:00;2646165;2551284
7. Februar 2012 20:00;2410265;07.02.2012 20:00:00;2594720;2551865
6. Februar 2012 08:15;2413813;06.02.2012 08:15:00;2574008;2552307
8. Februar 2012 07:45;2404968;08.02.2012 07:45:00;2576371;2552311
2. Februar 2012 10:45;2397351;02.02.2012 10:45:00;2640731;2552495
3. Februar 2012 18:45;2404847;03.02.2012 18:45:00;2855844;2552995
6. Februar 2012 19:45;2410799;06.02.2012 19:45:00;2701087;2553152
12. Dezember 2012 17:30;2414342;12.12.2012 17:30:00;3015646;2553711
6. Februar 2012 14:15;2410553;06.02.2012 14:15:00;2435238;2554102
14. Februar 2012 10:00;2420066;14.02.2012 10:00:00;2268227;2554109
10. Februar 2012 11:30;2411258;10.02.2012 11:30:00;2384431;2554257
2. Februar 2012 10:15;2396507;02.02.2012 10:15:00;2654010;2554462
2. Februar 2012 18:15;2404292;02.02.2012 18:15:00;2820867;2554627
15. Februar 2012 11:45;2389720;15.02.2012 11:45:00;2322335;2554702
5. Februar 2015 13:30;2370990;05.02.2015 13:30:00;2484198;2554945
13. Dezember 2012 17:30;2411617;13.12.2012 17:30:00;3014415;2555084
5. Februar 2015 10:15;2396936;05.02.2015 10:15:00;2777536;2555241
10. Februar 2012 19:30;2413202;10.02.2012 19:30:00;2462405;2555567
3. Februar 2012 09:00;2409224;03.02.2012 09:00:00;2732452;2555682
9. Februar 2012 08:00;2410193;09.02.2012 08:00:00;2671868;2556213
6. Februar 2015 09:45;2403823;06.02.2015 09:45:00;2712087;2556236
15. Februar 2012 10:45;2393720;15.02.2012 10:45:00;2327140;2556575
5. Februar 2015 10:30;2400626;05.02.2015 10:30:00;2779198;2556616
3. Februar 2012 09:15;2408160;03.02.2012 09:15:00;2716569;2556635
12. Dezember 2012 18:00;2419530;12.12.2012 18:00:00;3023507;2557011
2. Februar 2012 11:45;2402285;02.02.2012 11:45:00;2618138;2557641
7. Februar 2012 17:15;2422999;07.02.2012 17:15:00;2546194;2557870
6. Februar 2012 14:00;2418945;06.02.2012 14:00:00;2465769;2558019
3. Februar 2012 10:45;2412920;03.02.2012 10:45:00;2748749;2558648
5. Februar 2015 14:15;2373014;05.02.2015 14:15:00;2430031;2558972
13. Februar 2012 12:30;2418512;13.02.2012 12:30:00;2428951;2559220
13. Dezember 2012 18:15;2408579;13.12.2012 18:15:00;2952359;2559386
13. Dezember 2012 18:00;2415870;13.12.2012 18:00:00;2980155;2559416
2. Februar 2012 18:45;2397094;02.02.2012 18:45:00;2839352;2559449
13. Februar 2012 08:30;2420607;13.02.2012 08:30:00;2508109;2559500
8. Februar 2012 19:45;2414904;08.02.2012 19:45:00;2642356;2559924
5. Februar 2015 14:00;2373204;05.02.2015 14:00:00;2478270;2559999
5. Februar 2015 13:45;2374832;05.02.2015 13:45:00;2493051;2560256
6. Februar 2015 10:00;2400675;06.02.2015 10:00:00;2711727;2560339
15. Februar 2012 11:00;2402348;15.02.2012 11:00:00;2325865;2560494
12. Dezember 2012 18:15;2423548;12.12.2012 18:15:00;3072326;2560521
3. Februar 2012 09:30;2413917;03.02.2012 09:30:00;2711317;2560703
6. Februar 2012 13:15;2421161;06.02.2012 13:15:00;2472395;2560748
5. Februar 2015 12:00;2389367;05.02.2015 12:00:00;2784733;2560923
9. Februar 2012 11:30;2414393;09.02.2012 11:30:00;2634980;2562373
12. Dezember 2012 17:45;2423700;12.12.2012 17:45:00;3019645;2562414
13. Februar 2012 19:00;2427247;13.02.2012 19:00:00;2636447;2562847
7. Februar 2012 17:00;2423944;07.02.2012 17:00:00;2412640;2563226
5. Februar 2015 10:45;2404488;05.02.2015 10:45:00;2785835;2563471
13. Februar 2012 18:15;2422272;13.02.2012 18:15:00;2624995;2564086
2. Februar 2012 10:30;2401206;02.02.2012 10:30:00;2651191;2564108
8. Februar 2012 14:30;2409124;08.02.2012 14:30:00;2548007;2564307
13. Februar 2012 14:15;2423923;13.02.2012 14:15:00;2581090;2565425
10. Februar 2012 14:30;2376854;10.02.2012 14:30:00;2193805;2565431
3. Februar 2012 09:45;2417477;03.02.2012 09:45:00;2717480;2565586
9. Februar 2012 12:00;2418001;09.02.2012 12:00:00;2608711;2565878
2. Februar 2012 11:00;2402345;02.02.2012 11:00:00;2650579;2566399
3. Februar 2012 11:00;2414449;03.02.2012 11:00:00;2747558;2566714
10. Februar 2012 08:15;2425093;10.02.2012 08:15:00;2470114;2567989
8. Februar 2012 13:00;2418188;08.02.2012 13:00:00;2541584;2568800
2. Februar 2012 18:30;2405536;02.02.2012 18:30:00;2846354;2569487
5. Februar 2015 11:45;2403224;05.02.2015 11:45:00;2806176;2569599
13. Februar 2012 13:15;2431674;13.02.2012 13:15:00;2500765;2569730
10. Februar 2012 14:15;2381405;10.02.2012 14:15:00;2183555;2570006
10. Februar 2012 13:00;2385835;10.02.2012 13:00:00;2216677;2570359
6. Februar 2015 11:00;2411634;06.02.2015 11:00:00;2735769;2570497
7. Februar 2012 16:15;2436596;07.02.2012 16:15:00;2416349;2570595
6. Februar 2015 10:30;2407608;06.02.2015 10:30:00;2744333;2570693
13. Februar 2012 18:45;2434860;13.02.2012 18:45:00;2644843;2572133
6. Februar 2012 18:00;2435913;06.02.2012 18:00:00;2607668;2573141
13. Februar 2012 14:00;2434025;13.02.2012 14:00:00;2514306;2573472
10. Februar 2012 12:30;2391479;10.02.2012 12:30:00;2232557;2574283
6. Februar 2015 10:45;2414967;06.02.2015 10:45:00;2743397;2574326
7. Februar 2012 17:30;2435234;07.02.2012 17:30:00;2573435;2574487
7. Februar 2012 16:00;2432713;07.02.2012 16:00:00;2588634;2574548
8. Februar 2012 12:45;2427371;08.02.2012 12:45:00;2559674;2574861
6. Februar 2015 11:45;2409640;06.02.2015 11:45:00;2666596;2574900
9. Februar 2012 18:00;2423779;09.02.2012 18:00:00;2511542;2575185
7. Februar 2012 15:00;2438015;07.02.2012 15:00:00;2611082;2575787
13. Februar 2012 13:45;2434825;13.02.2012 13:45:00;2510658;2576040
8. Februar 2012 14:15;2426498;08.02.2012 14:15:00;2558106;2576455
10. Februar 2012 12:45;2388292;10.02.2012 12:45:00;2235518;2577074
8. Februar 2012 08:00;2429184;08.02.2012 08:00:00;2604498;2577463
3. Februar 2012 10:00;2424728;03.02.2012 10:00:00;2731854;2578139
7. Februar 2012 07:45;2439972;07.02.2012 07:45:00;2375657;2578415
3. Februar 2012 10:15;2432306;03.02.2012 10:15:00;2775975;2580025
7. Februar 2012 16:30;2443811;07.02.2012 16:30:00;2411001;2580380
7. Februar 2012 16:45;2439017;07.02.2012 16:45:00;2410170;2580934
7. Februar 2012 15:15;2446998;07.02.2012 15:15:00;2613940;2581742
6. Februar 2012 19:30;2444036;06.02.2012 19:30:00;2735477;2582755
13. Februar 2012 12:15;2447075;13.02.2012 12:15:00;2472114;2583800
13. Februar 2012 11:15;2440599;13.02.2012 11:15:00;2623056;2584351
10. Februar 2012 11:45;2430213;10.02.2012 11:45:00;2403200;2584357
9. Februar 2012 19:15;2436370;09.02.2012 19:15:00;2778102;2584850
13. Februar 2012 18:30;2447028;13.02.2012 18:30:00;2660036;2585077
13. Februar 2012 08:45;2446278;13.02.2012 08:45:00;2541963;2585792
6. Februar 2012 08:30;2440237;06.02.2012 08:30:00;2608648;2586137
7. Februar 2012 15:45;2448428;07.02.2012 15:45:00;2623689;2586640
10. Februar 2012 19:15;2435485;10.02.2012 19:15:00;2504955;2587060
6. Februar 2012 13:30;2443902;06.02.2012 13:30:00;2502023;2587139
10. Februar 2012 14:00;2398071;10.02.2012 14:00:00;2122857;2587244
10. Februar 2012 09:15;2454203;10.02.2012 09:15:00;2608398;2587404
6. Februar 2012 12:15;2437342;06.02.2012 12:15:00;2476526;2587613
6. Februar 2012 11:15;2442135;06.02.2012 11:15:00;2587601;2587664
6. Februar 2012 13:45;2444229;06.02.2012 13:45:00;2500669;2587826
9. Februar 2012 08:15;2436562;09.02.2012 08:15:00;2588057;2588036
9. Februar 2012 08:30;2438090;09.02.2012 08:30:00;2577809;2588574
10. Februar 2012 08:30;2448407;10.02.2012 08:30:00;2495323;2588651
8. Februar 2012 12:30;2440066;08.02.2012 12:30:00;2573621;2589462
7. Februar 2012 15:30;2445932;07.02.2012 15:30:00;2621183;2589518
9. Februar 2012 11:45;2437505;09.02.2012 11:45:00;2661646;2589565
10. Februar 2012 18:15;2457662;10.02.2012 18:15:00;2557803;2589821
7. Februar 2012 12:30;2456200;07.02.2012 12:30:00;2552985;2589847
10. Februar 2012 13:45;2408407;10.02.2012 13:45:00;2120768;2590958
13. Februar 2012 11:30;2449584;13.02.2012 11:30:00;2628895;2591514
8. Februar 2012 19:30;2443885;08.02.2012 19:30:00;2707169;2591618
10. Februar 2012 19:00;2447666;10.02.2012 19:00:00;2581416;2591874
7. Februar 2012 08:00;2451366;07.02.2012 08:00:00;2395450;2593022
7. Februar 2012 19:45;2451370;07.02.2012 19:45:00;2657994;2593185
13. Februar 2012 09:15;2449928;13.02.2012 09:15:00;2581382;2593934
7. Februar 2012 13:00;2455822;07.02.2012 13:00:00;2566219;2594333
10. Februar 2012 11:00;2451326;10.02.2012 11:00:00;2371547;2594334
7. Februar 2012 14:45;2449427;07.02.2012 14:45:00;2631210;2594390
9. Februar 2012 19:00;2449931;09.02.2012 19:00:00;2749678;2594714
10. Februar 2012 18:45;2455318;10.02.2012 18:45:00;2592250;2594790
7. Februar 2012 12:45;2453709;07.02.2012 12:45:00;2554101;2595211
3. Februar 2012 10:30;2445157;03.02.2012 10:30:00;2791352;2595500
10. Februar 2012 12:00;2437616;10.02.2012 12:00:00;2405524;2596321
13. Februar 2012 09:00;2454897;13.02.2012 09:00:00;2551930;2596541
10. Februar 2012 13:15;2404369;10.02.2012 13:15:00;2133721;2596722
9. Februar 2012 18:15;2456662;09.02.2012 18:15:00;2657075;2596784
9. Februar 2012 09:15;2453576;09.02.2012 09:15:00;2608694;2597764
6. Februar 2012 11:30;2455196;06.02.2012 11:30:00;2589608;2599369
13. Februar 2012 13:30;2451436;13.02.2012 13:30:00;2528519;2600056
7. Februar 2012 17:45;2459585;07.02.2012 17:45:00;2605382;2600201
8. Februar 2012 13:45;2456121;08.02.2012 13:45:00;2528761;2601096
6. Februar 2012 08:45;2459580;06.02.2012 08:45:00;2615161;2602594
8. Februar 2012 14:00;2452403;08.02.2012 14:00:00;2519277;2602623
10. Februar 2012 13:30;2417208;10.02.2012 13:30:00;2131212;2602732
6. Februar 2012 11:45;2463715;06.02.2012 11:45:00;2600021;2603586
8. Februar 2012 13:15;2453419;08.02.2012 13:15:00;2533349;2603602
13. Februar 2012 09:30;2461449;13.02.2012 09:30:00;2594437;2603646
7. Februar 2012 14:30;2465994;07.02.2012 14:30:00;2632983;2604637
10. Februar 2012 12:15;2429199;10.02.2012 12:15:00;2274448;2605842
8. Februar 2012 08:15;2460204;08.02.2012 08:15:00;2668566;2606095
10. Februar 2012 09:30;2456834;10.02.2012 09:30:00;2637522;2607090
10. Februar 2012 09:00;2457188;10.02.2012 09:00:00;2521397;2607268
8. Februar 2012 11:15;2455064;08.02.2012 11:15:00;2681634;2607742
7. Februar 2012 13:15;2475511;07.02.2012 13:15:00;2639507;2607967
8. Februar 2012 11:30;2459024;08.02.2012 11:30:00;2678467;2608060
6. Februar 2012 19:15;2467262;06.02.2012 19:15:00;2768276;2608307
10. Februar 2012 10:45;2460952;10.02.2012 10:45:00;2379081;2608398
9. Februar 2012 18:30;2460484;09.02.2012 18:30:00;2750462;2608481
9. Februar 2012 09:30;2463664;09.02.2012 09:30:00;2617605;2608696
7. Februar 2012 14:15;2470163;07.02.2012 14:15:00;2629764;2609004
6. Februar 2012 12:00;2467106;06.02.2012 12:00:00;2586409;2610012
10. Februar 2012 18:30;2466033;10.02.2012 18:30:00;2607525;2610880
9. Februar 2012 18:45;2469802;09.02.2012 18:45:00;2765895;2612056
8. Februar 2012 18:00;2470056;08.02.2012 18:00:00;2617773;2612486
8. Februar 2012 13:30;2461056;08.02.2012 13:30:00;2534547;2613699
13. Februar 2012 12:00;2467865;13.02.2012 12:00:00;2631279;2613721
13. Februar 2012 11:45;2474693;13.02.2012 11:45:00;2656049;2614611
10. Februar 2012 08:45;2473213;10.02.2012 08:45:00;2518539;2614816
9. Februar 2012 11:00;2464942;09.02.2012 11:00:00;2638216;2615041
7. Februar 2012 08:15;2483688;07.02.2012 08:15:00;2476100;2616415
6. Februar 2012 09:15;2470474;06.02.2012 09:15:00;2656681;2616668
7. Februar 2012 12:15;2476331;07.02.2012 12:15:00;2580339;2616686
10. Februar 2012 09:45;2472564;10.02.2012 09:45:00;2643864;2617105
9. Februar 2012 08:45;2471595;09.02.2012 08:45:00;2609846;2617377
6. Februar 2012 19:00;2473991;06.02.2012 19:00:00;2787166;2619349
6. Februar 2012 09:00;2474397;06.02.2012 09:00:00;2638591;2620603
10. Februar 2012 10:30;2481162;10.02.2012 10:30:00;2388752;2621370
7. Februar 2012 11:30;2482674;07.02.2012 11:30:00;2588892;2621970
7. Februar 2012 11:15;2478343;07.02.2012 11:15:00;2550872;2622079
6. Februar 2012 18:15;2483120;06.02.2012 18:15:00;2787933;2622136
9. Februar 2012 10:45;2469969;09.02.2012 10:45:00;2642432;2622159
8. Februar 2012 19:15;2474763;08.02.2012 19:15:00;2741985;2622625
8. Februar 2012 12:15;2466173;08.02.2012 12:15:00;2615286;2623773
10. Februar 2012 10:15;2477323;10.02.2012 10:15:00;2408099;2624808
9. Februar 2012 09:00;2474040;09.02.2012 09:00:00;2620610;2626429
13. Februar 2012 09:45;2481721;13.02.2012 09:45:00;2619021;2626471
9. Februar 2012 10:15;2474506;09.02.2012 10:15:00;2652158;2627550
6. Februar 2012 18:45;2488943;06.02.2012 18:45:00;2811728;2628043
8. Februar 2012 12:00;2480543;08.02.2012 12:00:00;2695792;2628265
9. Februar 2012 10:30;2478763;09.02.2012 10:30:00;2651331;2628801
8. Februar 2012 08:30;2480568;08.02.2012 08:30:00;2692078;2628918
10. Februar 2012 10:00;2479102;10.02.2012 10:00:00;2624165;2629528
13. Februar 2012 10:30;2485457;13.02.2012 10:30:00;2624480;2630138
13. Februar 2012 11:00;2487298;13.02.2012 11:00:00;2624685;2630958
9. Februar 2012 09:45;2475216;09.02.2012 09:45:00;2634529;2632027
7. Februar 2012 19:30;2484029;07.02.2012 19:30:00;2701647;2632606
13. Februar 2012 10:15;2491004;13.02.2012 10:15:00;2636153;2633237
7. Februar 2012 14:00;2485823;07.02.2012 14:00:00;2662633;2633882
13. Februar 2012 10:00;2486343;13.02.2012 10:00:00;2620190;2634260
6. Februar 2012 09:30;2487924;06.02.2012 09:30:00;2680488;2635555
7. Februar 2012 13:45;2496468;07.02.2012 13:45:00;2671256;2635791
6. Februar 2012 10:45;2491320;06.02.2012 10:45:00;2696341;2637106
13. Februar 2012 10:45;2492788;13.02.2012 10:45:00;2632137;2638484
9. Februar 2012 10:00;2485303;09.02.2012 10:00:00;2644368;2639383
7. Februar 2012 13:30;2496043;07.02.2012 13:30:00;2668450;2639765
